Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,24.959198772907257,24.959198772907257
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,24.959198772907257,24.959198772907257
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,24.959198772907257,24.959198772907257
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,10,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,0.6683809161186218_1.0981920957565308_0.673850953578949_1.1512045860290527_1.1430917978286743_1.0991215705871582_1.0995301008224487_0.6887683868408203_1.1264734268188477_1.3953170776367188_1.1357810497283936_1.1000347137451172_1.1398954391479492_1.1482858657836914_1.073162317276001_0.6783682107925415_1.1223478317260742_1.0666557550430298_1.1023085117340088_0.6932165622711182_0.7008936405181885_1.3697047233581543_0.7010287642478943_1.1243572235107422_0.6592272520065308,24.959198772907257,24.959198772907257
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,11,324_326_280_397_385_90_88_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,11,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_4_4_N/A_7_7_0_0_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1427006721496582_1.100191354751587_1.100222110748291_0.688542902469635_1.1263437271118164_1.3956716060638428_1.1356067657470703_1.0995838642120361_1.1394622325897217_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,0.670733630657196_1.0946595668792725_0.6737924218177795_1.1506155729293823_1.1423214673995972_1.0691157579421997_N/A_1.1066932678222656_1.0760207176208496_1.3620812892913818_1.105222225189209_1.1106213331222534_1.1487038135528564_1.073228359222412_0.6774454116821289_1.1224772930145264_1.0676302909851074_1.099376916885376_0.6935321092605591_0.7022547721862793_1.366466999053955_0.7017669081687927_1.1237376928329468_0.6602702736854553,24.955017268657684,22.998768091201782
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,12,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,12,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670072078704834_1.0968793630599976_0.6738200187683105_1.1508448123931885_1.1420009136199951_1.1007397174835205_1.1000134944915771_0.6886962056159973_1.126428484916687_1.3954123258590698_1.1357214450836182_1.099428415298462_1.1395634412765503_1.1483113765716553_1.0733503103256226_0.6783574223518372_1.1214118003845215_1.0670502185821533_1.100416660308838_0.693080484867096_0.7033122181892395_1.3683651685714722_0.6996013522148132_1.124656081199646_0.6600536704063416,0.670072078704834_1.0968793630599976_0.6738200187683105_1.1508448123931885_1.1420009136199951_1.1007397174835205_1.1000134944915771_0.6886962056159973_1.126428484916687_1.3954123258590698_1.1357214450836182_1.099428415298462_1.1395634412765503_1.1483113765716553_1.0733503103256226_0.6783574223518372_1.1214118003845215_1.0670502185821533_1.100416660308838_0.693080484867096_0.7033122181892395_1.3683651685714722_0.6996013522148132_1.124656081199646_0.6600536704063416,24.957587480545044,24.957587480545044
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,12,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,12,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_7_7_4,0.670072078704834_1.0968793630599976_0.6738200187683105_1.1508448123931885_1.1420009136199951_1.1007397174835205_1.1000134944915771_0.6886962056159973_1.126428484916687_1.3954123258590698_1.1357214450836182_1.099428415298462_1.1395634412765503_1.1483113765716553_1.0733503103256226_0.6783574223518372_1.1214118003845215_1.0670502185821533_1.100416660308838_0.693080484867096_0.7033122181892395_1.3683651685714722_0.6996013522148132_1.124656081199646_0.6600536704063416,0.670072078704834_1.0968793630599976_0.6738200187683105_1.1508448123931885_1.1420009136199951_1.1007397174835205_1.1000134944915771_0.6886962056159973_1.126428484916687_1.3954123258590698_1.1357214450836182_1.099428415298462_1.1395634412765503_1.1483113765716553_1.0733503103256226_0.6783574223518372_1.1214118003845215_1.0670502185821533_1.100416660308838_0.693080484867096_0.7033122181892395_1.3683651685714722_0.6996013522148132_1.124656081199646_0.6600536704063416,24.957587480545044,24.957587480545044
